,id,user_token,location,business,sex,employment,education,username,url,agrees,thanks,asks,answers,posts,followees,followers,topic1,topic2,topic3,topic4,topic5,hashId
5248,5506,su-yu-7,香港,,female,,,苏予,,4024,327,11,7,0,144,415,自然科学,生活,家居设计,投资,电影,b74dcf251985f04273b2919ad5366a43
5249,5507,VivalavidaLu1,,,female,,福州外语外贸学院,VivaLavida,,54,12,11,1,0,256,1874,摄影,职场,圣经,iPhone,旅行,bef235adf810e3c0f9b669df118e7412
5250,5508,jenniejiang,,,female,,,Jennie酱,,9782,1848,11,151,0,500,5637,女性,生活,恋爱,心理学,爱情,7198c3b03357a2e077d2c802f586bf97
5251,5509,huang-lei-si,广州,市场推广,female,自由撰稿人,,黄蕾丝,,68849,13760,11,230,23,397,29823,恋爱,两性关系,婚姻,女性,爱情,544bc2ee21039878bd57e59bbb151c5e
5252,5510,ma-da-yiwei-90,银川,教育,male,课外辅导,,马大一为,,11069,3908,11,96,7,151,4218,文学,电影,教育,文艺,艺术,fe57ef7e8d8528e166df244dc50ef3be
5253,5511,li-ying-hao-54,,,male,,,黑色光驱,,198070,36288,11,416,4,146,29815,政治,历史,经济,法律,经济学,8c38b17d06eaa9283cae52e4293a8e29
5254,5512,zhao-yan-68-30,广州市,互联网,male,恋爱公开课,加州大学伯克利分校 (UC Berkeley),朝颜,,19683,4317,11,35,19,65,10311,情感,恋爱,生活,历史,服饰搭配,d4f784e6e02873b59854211135490279
5255,5514,chun-san-ji,武汉,汽车,female,说出来也没很厉害,反正是理工大学,春三吉,,36596,6391,11,108,10,250,30454,生活,旅行,电影,时尚,汽车行业,514711ac20c4ac2e60b72dbbe70bbe53
5256,5515,gai-yin-18,,,female,,,女巫无无,,2956,719,11,28,0,125,18487,苹果公司 (Apple Inc.),iOS 应用,,,,7532d3f09a88c32da254f34e3e23b916
5257,5517,li-tian-tian-16,深圳,,female,,,李恬恬,,26418,9919,11,29,0,37,8579,健身,猫,生活,运动,心理学,b606578de418d801e936a41ba1f8a52c
5258,5518,zhi-zhang-49,,,female,,,螃蟹在剥我的壳,,23633,5063,11,61,2,319,13088,绘画,艺术,生活方式,健身,银魂,0d559083fffd5547e03e7c0f42106d37
5259,5519,dou-hui-hui,,,male,,,放空的奶茶色,,502,152,11,55,0,368,88,医学常识,人文,职业规划,旅行,电影,389b63c4c8579a43c66f7234410128f2
5260,5520,zheng-nan-yin-7,,林业,female,,,郑南音,,216,14,11,4,0,45,2,法律,装修,表达能力,陈奕迅,职业规划,29903e8cf341fe4bd62b33400c46f453
5261,5521,HYIYID,意大利,,female,,Politecnico di Milano（米兰理工大学）,一一,,14,3,11,2,0,293,73,进击的巨人,台湾,户外运动,建筑师,琅琊榜（电视剧）,94877f55218a5145b17dc5f535db41d4
5262,5522,qinghuan1211,吉原,信息传媒,female,万事屋,不靠谱大学,清欢,,45493,8639,11,86,27,85,23840,生活,情感,文学,金庸,美食,7d9745d7cfc0a0948f801b15655d992a
5263,5523,xiong-xiao-bi,,,female,,,熊小笔,,10329,1155,11,29,0,35,2818,医学,电影,咖啡,NBA,旅行,39baaf5094a6adb5eea158284c54d53a
5264,5524,teng-fei-91,北京,信息传媒,male,,中央戏剧学院,腾飞,,3877,1280,11,364,8,55,97612,电影,电影发行,北京,情感,互联网,41434d4b262f7f55ff26f16306fabda1
5265,5525,rouni,,艺术娱乐,male,,,Ronnie X,,106571,29292,11,251,53,235,122876,电影,美股,投资,音乐,商业,d2ab142fc925698d366ae8e6c7b48915
5266,5526,bournezhu,北京,创意艺术,male,如戏,我的老師，是山川和大地,朱博文,,10499,2519,11,40,108,1523,103557,电影,编剧,影视评论,剧本,文学,14ef43a587fd7f7798030d72b4e56514
5267,5527,wang-xiao-fei-66-34,北京,,female,,中央财经大学,王小非,,8973,3607,11,56,0,165,5465,经济学,生活,情感,人际交往,劳动经济学,8c751f399af37e40c12db33927f01f6f
5268,5528,wang-sign,,,male,,,王零蛋,,18418,4457,11,134,0,1445,8123,心理学,电影,戏剧,知乎,成长,4aa96223c8f80d0fab6f4732bd552dbd
5269,5529,nan-han,新加坡,,female,,,松坂楠晗,,59641,19647,11,75,2,179,17937,生活,书法,字体,西文书法,生活方式,759def71bb6a15ab6ae95b3a4f6eea69
5270,5531,lulu-zhang-72,,银行,female,牛,,Lulu Zhang,,2026,287,11,53,0,325,805,生活,情感,电影,两性关系,音乐,8332a7c64eb6694f21bfa7dff30b88bc
5271,5532,kqx1987,吉林省辽源市,服务业,male,地税,SNNU,赵欣,,59967,16929,11,1192,61,926,89685,税务,哆啦A梦,电影,ACG,科幻,4647934a63817b6f7d1e92d7769a9845
5272,5533,rainee-jiang,米国,非营利组织,female,,斯坦福大学（Stanford University）,座头鲸右边的猫,,37301,10346,11,53,1,75,35561,心理学,经济学,翻译,电影,旧金山湾区,96e11e7020beb4d4d8ca22fb17e53d07
5273,5534,huangchi,重庆,互联网,male,汪,,不二,,20228,3315,11,476,1,390,2206,电影,腾讯,社会学,哲学,王小波,3a6845e0aab86c5db0110150e2028e1f
5274,5535,tonnysmile,广州天河区,,male,,华南农业大学(SCAU),陈玫,,1,0,11,3,0,29,9,自然科学,互联网,电影,Google Chrome,谷歌中国,dcad58d7283cfbfbc39c2533454a6e3c
5275,5537,su-fei-85,琴岛,,female,,人学,苏飞,,5118,1189,11,397,0,108,1143,历史,调查类问题,政治,文学,中国历史,a3698258d8bdc0eff75ea01a67294b74
5276,5538,yoshitsune,Seattle,,male,,,袁老湿,,11942,3333,11,47,0,202,7004,电影,泡妞,风险投资（VC）,无间道（电影）,小说创作,332d4949b0371eedc1312a04fa68016c
5277,5539,zhao-hao-96-14,北京,艺术娱乐,male,New Beep Cinema,New York University,赵浩,,737,323,11,17,0,27,688,电影,编剧,电影理论,美国电影,女性主义电影理论,b5fd7d7f64482c69329df5cd0ccb3461
5278,5540,lilmonster,上海,互联网,female,腾讯,同济大学,小兽Michi,,14579,4079,11,23,0,123,6501,交互设计,IPN (Intelligent Podcast Network),赛德克·巴莱,天猫,银教授,f39a48cc0ce10421494f5a97987f533c
5279,5541,guo-jia-22,重庆,资本投资,male,,,郭嘉,,41465,10809,11,425,6,286,131156,金融,投资,新疆,法律,社会,c188a0e63581ea9e1fa021847301b91f
5280,5542,yawninghan,北京,,male,知了映画,PKU,东林君,,31797,5536,11,69,39,112,9350,历史,政治,电影,文学,军事,a5a490a1e92994bc45506da2821b0988
5281,5543,zhang-xiao-yao-12,,金融,female,,,张北鼻,,14895,4072,11,99,7,214,8548,恋爱,生活,爱情,异地恋,感情,eb06e5b6b66da6081f2647f3fbe55c26
5282,5544,nuless,广州,创意艺术,male,,广州美术学院,大肉,,14105,2053,11,138,0,79,3919,生活,设计,艺术,爱情,绘画,a56d04e97d8dd7de76ebf451bbc11c1c
5283,5545,amylewis777,北京,互联网,female,,,AmyLewis,,1299,456,11,15,13,1771,1830,调查类问题,旅行,苹果公司 (Apple Inc.),iOS 应用,生活,e31e190766535fdf201ddf5e4916fe94
5284,5546,adam-sun-28,深圳,培训,male,Gene Music,香港中文大学,Adam Sun,,5141,1138,11,203,15,230,1814,音乐,流行音乐,心理学,电影,摇滚乐,dc39c7d197506d0146ef481f8d1beaf9
5285,5547,tie-zhu-52,,,female,,,铁柱,,17605,2616,11,51,0,185,19396,财务,,,,,2822124604f28b5979c20a33b2383dcc
5286,5548,duyan,北京,地产建筑,female,世界建筑杂志社,清华大学建筑学院,独眼,,38131,9072,11,1181,54,159,106794,建筑,文学,小说,猫,阅读,dc0123f618316596a3d66e830bca04f3
5287,5549,xiao-xing-han,重庆,,male,,,萧星寒,,3692,934,11,248,0,12,1251,电影,文学,自然科学,历史,冷知识,b1d9b3a7d4ec3bf76e0d1d63505800bd
5288,5550,zhang-san-feng-81-29,北京,,female,,,张三疯,,72309,16595,11,100,0,284,46556,调查类问题,性生活,成人内容,生活常识,健康,0ec19d11235cc660d8197ffbe6fa7106
5289,5551,billhan,上海,,male,寒武创投,北京大学,韩冰Bill,,28447,6567,11,1027,13,684,109590,电子商务,心理学,风险投资（VC）,情感,市场营销,6bd3055e71fe218f408dd57b64dd164d
5290,5552,Metaphox,纽伦堡,计算机软件,male,EXASOL,Dalaran University,涛吴,,126380,35343,11,905,11,740,189914,德国,翻译,字体,旅行,欧洲,e5fb0aab23f1ebca897594c74d178c79
5291,5553,chen-qi-yun-86,悉尼 (Sydney),渔业,male,,,陈齐云,,47289,10506,11,64,60,263,16560,生活,写作,文学,调查类问题,小说,5ff2fe3c7a90b9e57ed4918e83bb9862
5292,5554,ling-long,,金融,female,,,玲瓏,,1969,368,11,217,0,1924,430,调查类问题,生活,人生,心理学,情感,7d8df8a8df2da86e674e8c3c48d61e6b
5293,5555,UltimateSarcasm,,计算机软件,male,,,WhySoSerious,,3239,570,11,126,2,2218,1965,互联网,朝鲜,历史,伊斯兰教,知乎,0678a99ffac1d622be5abb65828c4ab8
5294,5556,gaoqiaomeimei,北京,,female,,,高桥美美,,43234,2062,11,160,14,162,8955,电影,情感,话剧,心理学,阅读,39897862ea8b35d770ccb988532df9e8
5295,5557,kongqi,,,male,,,空气,,972,255,11,177,0,269,244,编程,计算机,互联网,编程语言,程序员,fce8e7374fae281dea469f3230c5021d
5296,5558,zhi-ming-bu-ju-,,财务,male,,,只名不具,,5340,1119,11,347,1,1601,1110,足球,生活,心理学,曼彻斯特联（Manchester United）,情感,8916bd164808d6549f026b24fa857e76
5297,5559,mu-dao-chou,,,male,,,穆纛雠,,160381,41951,11,260,51,96,37667,书籍评价,加拿大,第三届知乎盐 Club,环境工程,书籍,2faab445cbd3a9ab1e69a7a077d44ed3
5298,5560,huma,北京,,female,,北京大学,湖玛 Humar,,34602,3388,11,90,67,434,28721,豆瓣,播客 (Podcast),BRITA,昆汀·塔伦蒂诺 (Quentin Tarantino),咖啡,4a2c676a5506d1f08c0c5af4478b904f
5299,5561,c8h10n4o2,上海,互联网,female,,,米叔,,8052,2818,11,176,6,160,40864,音乐,乐器,古典音乐,犯罪,推理,bab3aeeaeb56e6bdc8c5ba8901256c19
5300,5562,Evenyoung,,创意艺术,male,,,林小聿,,5260,1586,11,22,2,112,4395,情感,文学,中医,诗词,留学加拿大,93d6442fdf74d090be4cedcc7185b8a7
5301,5563,qing-mang-3-95,,,,,,轻芒,,1057,0,11,0,37,26,1248,字幕组,,,,,7faef2ef9fb9c8d695a518189eecbc31
5302,5564,luolei,上海,互联网,male,腾讯文学,暨南大学,罗磊,,9960,2164,11,59,5,333,5196,生活,前端开发,macOS,前端工程师,运动,40eb1cee2b04971a2c2e02b90030652c
5303,5565,pei-lei-lei-91,,计算机软件,male,,,WALTER,,117,27,11,127,2,177,26,互联网,锤子手机,法律,学习,钓鱼（广义的）,0d8da6356ac4454985f6ad6fdcf7dd5e
5304,5566,chengyuan,北京,互联网,male,知乎,天津财经大学,成远,,6891,2388,11,708,2,5650,165083,知乎,互联网,社交网络,知乎用户,创业公司,a928a43908c9f02d2da1f7df66de4d16
5305,5567,morgancheng,北京,互联网,male,Hulu,吉林大学,程墨Morgan,,49245,6505,11,688,14,91,8318,前端开发,程序员,编程,React,JavaScript,29448cc28212a543bea56b9492f82e25
5306,5568,tie-jiang-38,上海,计算机软件,male,,上海交通大学,铁匠,,97,4,11,1,0,267,24,数据,数据分析,引体向上,黑客 (Hacker),Django（框架）,7e5c83114016848ed4c52782ee3589a7
5307,5569,designwill,深圳,互联网,male,,深圳大学,Will,,1898,198,11,11,1,294,68,Mac,互联网,苹果公司 (Apple Inc.),MacBook Pro,iPhone 4S,6d6c12cb27afe9cce39e8adf21c739f9
5308,5570,chen-jia-hao-51,广州,计算机软件,male,,广东工业大学,陈嘉豪,,497,31,11,10,32,54,146,macOS,Markdown,日常心理分析,Android,开发者,04f896f8e98008bda453147e0621c94c
5309,5571,disinfeqt,,军火,male,Dine,,杜潇,,1102,277,11,54,5,117,153275,Dribbble,音乐,Mac,iOS 应用,用户界面设计,fbe647152af631c248aaaa65e319fd7e
5310,5572,li-yu-meng-11-97,北京朝阳,互联网,female,,,李雨萌,,0,0,11,0,0,68,1,互联网产品,摄影,自助游,苹果公司 (Apple Inc.),建筑设计,1b4e84dff33cee568c43b800e883d7db
5311,5573,jimpang-59,深圳,,,,,kwunkum,,0,0,11,0,0,6,409,手机摄影,旅行,房地产,时尚,建筑,7cf25114186b4c033a3609920e85b2e5
5312,5574,jimei-sun,深圳,财务,female,某水房,武汉大学,兔美酱,,310,110,11,8,0,115,307,生活,旅行,时尚,两性关系,武汉大学,9485922f43864c3ce30f791ecb0930bc
5313,5575,chenfeixing,深圳市,创意艺术,,,,chenfeixing,,153,42,11,3,2,7,329,无人机（Drone）,DJI 大疆创新,手机摄影,旅行,电影,879be1524df23459e7e81ef2cce0daee
5314,5576,azhubaby,广州市,互联网,female,网易云音乐,上海交通大学,阿朱,,0,0,11,0,0,377,178,无人机（Drone）,DJI 大疆创新,手机摄影,旅行,电影,60e3c112a7c7c680919e1fb5ee704d12
5315,5577,SEUPPP,上海,渔业,male,,,Xie Yipeng,,11674,2023,11,1189,1,397,1606,PlayStation 4,电动车,电动汽车,索尼 (Sony),Nintendo Switch,61567126d95153acc5ae61099d564a6d
5316,5578,Barley,北京,银行,male,,,付大麦,,205,0,11,0,2,57,15686,证券投资,投资,,,,90f6e3818c238d6c2ccbb7f26b630787
5317,5579,meng-de-er,,军火,male,,,孟德尔,,844570,175614,11,5877,58,129,222114,军事,单机游戏,动漫,游戏机,航天,5b4c4c40369aa3294b09f8e4bd715f23
5318,5580,mi-sui-sui,北京,广告,female,苦逼广告,,弥碎碎,,8683,1806,11,168,0,296,3311,生活,游戏,美食,怪物猎人,新疆,617a2500a3ad77ed4ef47db54cdb1651
5319,5581,liuxinzheng,,,,,,刘新征,,74055,12970,11,853,16,222,25160,历史,新浪微博,中国历史,健身,中国近代史,e69e8e9db5b4ba8149c77b909e5f4b2e
5320,5582,yskin,安道尔,房地产,female,,,yskin,,129178,20335,11,7262,24,6612,28229,iPhone,苹果公司 (Apple Inc.),Android,中医,iPad,e385231c82d1e73e8a3352214be3defb
5321,5583,jjuan,北京,互联网,female,知乎,,蔺佳,,8396,1014,11,8,12,1014,16761,美食,北京美食,烹饪,咖啡,摄影,e940fc95e8a1fe4c66865011dd5aa728
5322,5584,liu-lu,上海,互联网,female,待业,,刘路,,21873,4727,11,465,71,349,11556,音乐,健康,女性,教育,知乎用户,07f8b98cf48da09ccb470a94ea5ce643
5323,5585,martin-bi,旧金山,广播电视,male,,M.F.A.,Martin,,28829,8793,11,101,6,416,119899,电影,电视,电视台,美国,摄影,dfb793bb7b2e795380cf3b6ae6c3a6f6
5324,5586,wang-xiao-k-79,,地产建筑,male,,,王小k,,3425,776,11,10,0,234,589,博弈论,心理学,心理咨询,健康,自然科学,b55a39335f1388e7c71ff5afc886a94b
5325,5587,ning-meng-4-45,,,female,,,柠檬,,2,0,11,3,0,53,6,美容护肤,文学评论,文学,书籍,电影推荐,e244bb8e477d574425aad88d3222167b
5326,5588,miao-li-42,,临床医疗,female,,,苗力,,6394,1983,11,11,41,161,171291,健康,教育,牙病,运动,自然科学,f51eb53feaac90c952896ae9da068725
5327,5589,liu-xiao-miao-1,火星,高等教育,female,,,刘筱喵,,18596,3868,11,76,2,311,8209,生活,生活经历,美食,学习,情感,4f219c8581f2273f4327d39c2aca4420
5328,5590,song-pei-meng,,金融,female,,,宋珮萌,,7129,2013,11,46,9,187,26777,心理学,美食,摄影,练字,投资,220f3b5ab0d5ab1c1114aa9bccdcefae
5329,5591,shbtr,上海,出版业,male,写作者,复旦大学,btr,,7668,839,11,201,202,82,7168,文学,电影,阅读,写作,性生活,118c066ac7fcd8f9b785f8f78ef5037a
5330,5592,bennitu,,临床医疗,female,,,本尼兔,,307,60,11,4,0,48,235,自然科学,人文,生物学,化学,历史,68b70bd9f3d81fc3233c99cda5a4e793
5331,5593,sparks,浙江,服务业,female,知乎公共领域编辑计划,,花火,,44390,14183,11,289,7,496,18515,性侵犯,生活,法律,医学,人生,62e17b009f0c07ec8b3afb49a40c285a
5332,5594,prof.young,北京,高新科技,female,心浪,主修挖掘机修理,ioScar,,764,210,11,165,2,171,268,情感,人际交往,苹果公司 (Apple Inc.),互联网,文学,ab392f10a1daa44e2f2a7df838147e68
5333,5595,ju-yu-79,湖南,电子游戏,male,,,句玉,,34154,8752,11,291,0,115,15364,历史,中国历史,中国古代历史,春秋战国（东周）,中国近代史,df90ad04392d83ecf6b91348e06b52dd
5334,5596,isjincheng.cai,,政府,male,公安,,蔡锦程,,15169,2370,11,22,0,302,5378,备用机,夜行者（Nightcrawler）,一一（电影）,英雄联盟（LOL）,去月球（To the Moon）,5069e526a5ba32c9a6561c21b78cf6b6
5335,5597,winonayh,北京,高等教育,female,,,Winonayh,,0,0,11,0,0,130,11,装修,摄影,文学,Quora,摄影技巧,e9eff435236e790437de3487c911d43a
5336,5598,xi-zi-jiang-68,查令十字街84号,种植业,female,,,章希希,,1341,309,11,18,4,314,742,文学,心理学,高考,米兰·昆德拉,心理,38812991eade9bc22ea7527805cb9d4b
5337,5599,roonherzog,北京,科研,male,,,Roonherzog,,15205,5406,11,200,2,176,34959,欧洲历史,中世纪,文学,法语,欧洲文化,18479dcb714eb862fafd1a6f9fee241d
5338,5601,dawei-zheng,,高新科技,male,,Kean University,Dawei Zheng,,7,4,11,1,0,46,26,Presentation,Keynote,知乎,创新工场,苹果公司 (Apple Inc.),365355800aa9ca25aa93d2b93489181b
5339,5602,liustein,慕尼黑（München）,计算机软件,male,,上海交通大学,刘斯坦,,14057,2130,11,249,52,219,4272,艺术史论,美学,艺术家,古典音乐,红楼梦（小说）,3447f3b536e8cc43ea5a1ee60169341f
5340,5603,yaco,香港,,female,,,yaco,,872,160,11,9,0,364,147,图片,知乎,海报,IELTS（雅思）,文身,edfefe4aa584acf5819c19918ff9f9f9
5341,5604,toughts,上海,,male,,,庄呈展,,22639,5401,11,60,34,119,15451,政治,德国,阅读,科研,国际政治,edfc1de33834272e0ec1e79514fb1438
5342,5605,Lavender-dxy,北京,服务业,female,,,杜晓悦,,8327,2187,11,325,0,2,3755,生活,音乐,美食,法律,旅行,d8bbb76355d92dcef5ab6d4acf2f3994
5343,5606,ji-xuan-yi-9,,,male,,,姬轩亦,,284505,65894,11,573,24,58,165881,历史,经济学,阅读,金融学,数据分析,e37b94c765d544081aa1cc1832dc6008
5344,5607,xiaoyaozizai,北京,信息传媒,male,,天津大学（TJU）,今天道,,71356,11740,11,275,31,123,9006,音乐,韩寒,文学,互联网,美国电影,803f39e286bc5fabb3ef70a5e558ad1f
5345,5608,shi-ke-48-30,青岛,临床医疗,male,,青岛大学,石珂,,3102,665,11,131,1,4999,546,文学,电影,情感,文化,诗歌,328ea5197d344c95dcc2ea393c44bda8
5346,5609,bu-xiao-ding-30,,地产建筑,female,,,布小丁,,40,22,11,6,0,1,112,建筑设计,建筑学,生活,自然科学,旅行,49ddc4b85c433e2f2a300c678caa3249
5347,5610,tantalus,,,female,,,枕寒,,571,194,11,61,0,328,88,情感,两性关系,爱情,生活,人生,dad60e0989c57a4a4bf2e3995db4c465
5348,5611,jyo-gan,,农林牧渔,male,,,jyo gan,,230721,44052,11,1148,0,123,23597,日本,天文学,日语,经济学,篮球,47e0a13e81e4fc37b82ecef62b8133f5
5349,5612,li-chao-zi-zi-yue,郑州,广告,male,上海同策房产咨询有限公司  第四区,郑州大学西亚斯国际学院,李超字子躍,,127958,23369,11,956,18,398,32356,历史,中国历史,宋朝,艺术,阅读,15390866388d48912f19496da31e20d8
5350,5613,cici,牛津,计算机软件,female,第四范式,牛津大学,珵cici,,66332,13930,11,170,47,294,221609,旅行,英国,欧洲,自助游,奥林匹克运动会‭,bfffa52e3203715e4478dd7024b018b5
5351,5614,luo-fei-77,上海,互联网,male,土木工程专业,中北大学,罗飞,,55184,12941,11,100,9,264,16009,生活,知乎社区,自然科学,苹果公司 (Apple Inc.),辩论,34a088726f0847d4a0924e9cd70ab222
5352,5615,tian-nan-16,广州,,male,,广东财经大学,刘蛋狗,,0,0,11,0,0,211,1781,知乎,电影,电子竞技,人文,音乐,1bb5e38ae002292f5338430caf17d7ff
5353,5616,jia-bao-70,,,female,,多伦多大学 (University of Toronto),嘉宝,,539,151,11,29,0,111,568,多伦多大学 (University of Toronto),花旗银行 (Citibank),大学生活,创业公司,大学就读体验,d0339862713ef0002160633401f81247
5354,5617,chen-xiao-an-21,北京,幼儿教育,female,对木乔幼儿园,中国人民大学,陈小安,,6220,1161,11,35,1,187,3097,扮装（Cosplay）,动漫,幼儿园,英雄联盟（LOL）,恋爱,4f8c7b0bf9faf8435705c28e3277bba2
5355,5618,xu-yang-94-63,海南海口,,female,学生,海南中学,旭阳,,780,250,11,37,0,170,349,生活经历,生活,人生,恋爱,心理学,b02ac4a39bfeb839f865cd83235c970a
5356,5619,xie-qian-4-59,江苏,教育,female,,,谢茜,,1753,335,11,59,0,272,472,调查类问题,文学,生活经历,歌词,人际交往,ffd14c6b9b5c98484bdcf263fbf895e7
5357,5620,yonglanmaoniang,,,female,,,慵懒猫娘,,28054,3627,11,312,0,308,6077,法律,猫,宠物饲养,宠物,城市规划,5d0f0d441ef9ccc813e97ea58e6f2c5d
5358,5621,yangjiahui2016,长沙,房地产,female,,,Young杨,,7437,1411,11,46,0,237,1814,生活,电影,情感,心理学,爱情,3de60533f016af73404e8724ae05cc2d
5359,5622,pin-ming-san-jie,,,female,,香港中文大学 (CUHK),拼命三姐,,1307,367,11,64,0,45,709,生活,健身,基金,知识管理,投资,a7d64509f75ccc53542c8c1fcf33dea2
5360,5623,yang-qian-qian-51-38,,,female,,西安邮电大学,鸯浅浅,,5275,929,11,40,0,85,1241,爱情,电影,美食,军人,逻辑,7c26f236ee3de32cb225c0901a5169b8
5361,5624,marrens,帝都,,male,中国共产党,,葫芦桑,,18922,5651,11,50,0,33,3970,法律,教育,文学,电影,互联网,9856cb54e88a2bccd9c3b52991c9774f
5362,5625,hen_tai,上海,艺术娱乐,female,,,熊吉,,27413,6174,11,243,3,86,6377,写作,文学,小说创作,小说,游戏,c13109552205656a5c2f6bdc27103303
5363,5626,sun-qing-70-70,山东,航运业,male,,武汉理工大学,布鲁鲨,,3169,831,11,9,0,1,542,工作体验,生活,公务员,旅行,电影,7941cf6f02d49d5ee6356d62917c2488
5364,5627,ge-bi-ma-li-2,北京,互联网,female,,,隔壁玛丽,,10123,2973,11,2251,0,250,1176,婚姻,恋爱,情感,爱情,家庭,2401cfaa8f5a4f6bc9737f7fa8988e2a
5365,5628,zhangyingfeng,多伦多,教育,male,教育,山东大学,张英锋,,313402,90775,11,163,48,834,104261,教育,心理学,儿童教育,经济学,家庭教育,823a80ddd21e3acc32a2a783a6db3e6d
5366,5629,xpenryn,包头市,互联网,male,,,王强,,43091,10767,11,2010,1,144,7187,苹果公司 (Apple Inc.),中央处理器 (CPU),iPhone,iPad,装修,789e2e68e5baf02a859da78a07527761
5367,5630,mi-zhi-zhi-74,,,female,,,迷吱吱,,657,168,11,30,0,10,4921,调查类问题,生活,心理学,人际交往,服饰搭配,c11faffa5dd6b71089d0904a96a06fe0
5368,5631,mu-rong-shi-qing,DC,渔业,male,Redstar Factory,Blueshit  University,病酒信陵君,,23941,2309,11,96,9,589,2853,穆斯林（Muslim）,历史,如何看待/评价 X,中国古代历史,魏晋南北朝,452d6cbb76d8d9717dd3973dc24bbf9f
5369,5632,a-ke-43-85,新加坡,资本投资,female,,新加坡国立大学,阿珂,,2570,294,11,50,0,281,687,程序员,有趣发现,搭配,调酒,微观经济学,d005498445c05b192e03932d9e1291a7
5370,5633,jnqq-ma,北京,咨询分析,female,,,jnqq ma,,797,124,11,106,0,399,379,互联网,哈尔滨,旅行,心理学,知乎,645cb8c04a5170467e0e10f9a55e6f2e
5371,5634,zhang-ruofan,,电子游戏,female,,,岛岛,,58255,10203,11,239,12,111,21719,刀塔（DOTA 2）,游戏,电子竞技,法律,设计,25c33f256ce3938b23a2daf42e934250
5372,5635,hello-jane-world,波士顿,制药,female,,,JANE.MIAO,,2307,735,11,77,0,328,736,咖啡,健身,生活常识,大数据,孟加拉豹猫(Bengal),f43742a934ee3eb17f78523bda80f90d
5373,5636,que-xing-lasia,上海,,female,中古文物搜刮院姊妹局,爱丁堡大学 (University of Edinburgh),力士牙,,25199,6466,11,343,47,866,8523,调查类问题,生活,文学,电影,阅读,d871d21ec97d33b12d90418480eb6ac9
5374,5637,chloe666,上海,,female,,,chloe,,9273,2181,11,177,0,455,16224,艺术,绘画,心理学,油画,艺术家,7e2de45b1e20752ef827dc2d9efad2df
5375,5638,since1619,北京,,male,,PKU,张石敧,,11611,3046,11,41,0,44,7439,哲学,物理学,科学史,天文学,科学哲学,b7970975b291bc3bd26156eb14ea7b4a
5376,5639,Retsu,,互联网,male,北京万年永续文化传播公司,,藤本烈,,111000,19080,11,163,25,36,28922,淘宝网,Vans,,,,2b8f368c7da8a8e775e30842672e0a13
5377,5640,01189998819991197253,伦敦,策展,female,,,董卓瑶,,10382,2345,11,44,26,78,8565,文学,艺术史论,摇滚乐,音乐,公益,f16139197c8034eb71baf18307e78ebc
5378,5641,lanlingyeyu,北京,,male,,中国传媒大学,兰陵,,97997,26644,11,127,20,586,41977,历史,文学,历史人物,生活,古诗词,622e3276f45bea6aa5e66f1a4d259a7d
5379,5642,vols,上海,体育健身,male,,上海体育学院,vols,,276,65,11,27,0,97,58,iOS 7,中国茶艺,暨南大学 (JNU),篮球,凯蒂·佩里（Katy Perry）,abf5a0f993d3ae5424e8e5c213fd2a23
5380,5643,su-leng-lu,上海,体育健身,female,,,苏冷露,,1261,473,11,23,0,367,1836,性生活,欧美流行音乐,美食,政治,美国电影,1f023fbcf63c49cd8714ab45f58b35c7
5381,5644,zhang-xiao-xiao-76-9,香港,法律,female,专业骗钱的,香港大学(HKU),张潇潇,,1347,438,11,43,0,98,979,香港,香港大学(HKU),法律,教育,音乐,cb042a8c9724d9c80832a547cb68d464
5382,5645,felixia,南京,公共服务,male,,南京信息工程大学,MarkovNJ,,98,38,11,21,0,1327,174,书籍推荐,德国,学习,留学,计算机科学,7f3e7ab556f0a826aaa8b52d59378932
5383,5646,momono,小山村,咨询分析,female,,,茉茉,,33804,6080,11,1134,71,61,11332,音乐,烹饪,两性关系,电影,语言,33bbc1d50074e1166b81be491900a225
5384,5647,haoweiyue,深圳,,male,,,韦跃,,24770,5982,11,203,57,243,10426,外国文学,冰与火之歌（小说）,莱昂纳德·科恩（Leonard Cohen）,自然科学,博物馆,7dbf453bc4a07f4763f5c6a6f3dd6b65
5385,5649,li-hao-jie,开封,金融,male,,,李二狗,,0,0,11,0,0,289,30,异性交往,政治经济学,张佳玮（人物）,恋爱技巧,电影推荐,00678878101ade26b5ec5b0adfa2075b
5386,5650,zhou-zhou-yan,,进出口贸易,male,arc,,周周晏,,135,44,11,99,1,91,47,Ubuntu,京东白拿,,,,2a0903ef69d80bfef1e837764adc7290
5387,5651,tianyu123,,,female,,,李天雨,,3361,403,11,77,0,0,4433,「根话题」,,,,,bd3642a7867d6683255a158a20ae7eee
5388,5652,yu-zhi-bo-run-tu,中国,,male,民主女神号,北京城市学院,断水断电,,30576,4441,11,747,0,557,3359,军事,第二次世界大战,抗日战争,建筑设计,建筑,7cf8b51aaad0495d7cdf3249e59bac6d
5389,5653,xie-zi-39-44,重庆,临床医疗,female,,,叶子,,65,24,11,3,0,58,137,摄影,两性关系,装修,自然科学,文学,41776e883a5675765053c912792c4ecb
5390,5654,123456-98-70,,,male,,,123456,,0,0,11,0,0,41,3651,金融学,风险投资（VC）,情感,注册会计师（CPA）,小提琴,ce162db8238a0dee2e8fce1395628b2b
